순위,선수ID,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
12,64350,하영민,키움,4.64,57,3,1,0,5,0.750,52 1/3,67,4,25,1,51,36,27,1.76
13,78148,정찬헌,키움,4.75,14,2,8,0,0,0.200,72,71,4,13,2,35,40,38,1.17
14,61268,양현,키움,5.05,54,0,5,0,8,0.000,57,83,5,21,0,16,38,32,1.82
15,52397,이명종,키움,5.21,45,5,5,0,1,0.500,57,66,5,24,6,26,34,33,1.58
16,67603,이승호,키움,5.40,4,0,0,0,1,-,5,5,1,4,0,1,3,3,1.80
17,51359,장재영,키움,5.53,23,1,5,0,0,0.167,71 2/3,63,4,66,8,67,46,44,1.80
18,76118,원종현,키움,5.79,20,1,1,0,6,0.500,18 2/3,24,3,5,1,17,16,12,1.55
19,66018,김선기,키움,5.98,17,1,3,1,0,0.250,43 2/3,56,2,15,1,29,37,29,1.63
20,53322,맥키니,키움,6.52,12,1,9,0,0,0.100,59 1/3,61,10,36,1,39,46,43,1.63
21,53300,오상원,키움,6.60,11,0,0,0,0,-,15,18,0,9,3,7,11,11,1.80
22,51393,김준형,키움,7.04,8,0,0,0,0,-,7 2/3,4,0,6,3,5,6,6,1.30
23,50354,이종민,키움,7.24,11,0,1,0,0,0.000,13 2/3,22,0,6,1,10,13,11,2.05
24,50360,김동혁,키움,7.32,35,1,7,0,6,0.125,39 1/3,51,1,18,6,24,34,32,1.75
25,62655,홍성민,키움,9.00,2,0,0,0,0,-,2,5,1,1,0,1,2,2,3.00
26,52330,주승우,키움,9.56,11,0,1,0,0,0.000,16,20,1,21,2,8,18,17,2.56
27,67365,양지율,키움,13.50,1,0,0,0,0,-,2/3,1,0,3,0,2,1,1,6.00
28,64051,이영준,키움,21.60,2,0,1,0,0,0.000,1 2/3,4,0,1,0,0,4,4,3.00
29,53312,김건희,키움,22.50,3,0,0,0,0,-,2,6,2,2,0,0,5,5,4.00
30,53164,김동규,키움,22.85,4,0,1,0,0,0.000,4 1/3,6,1,12,2,1,12,11,4.15
31,62263,변시원,키움,42.43,4,0,0,0,0,-,2 1/3,6,1,4,2,2,11,11,4.29
