순위,선수ID,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA
16,76802,김성현,SSG,0.227,71,167,141,21,32,3,1,1,40,15,5,1,16,0,4,28,7,0.284,0.321,0.605,9,0.250,0.667
17,66662,신범수,SSG,0.222,11,29,27,4,6,3,0,0,9,2,0,0,1,0,1,5,0,0.333,0.276,0.609,1,0.200,0.500
18,62864,김민식,SSG,0.208,45,126,106,10,22,5,0,1,30,10,4,0,16,0,0,33,2,0.283,0.311,0.594,7,0.214,0.000
19,62925,강진성,SSG,0.185,16,31,27,4,5,0,0,0,5,2,1,0,3,0,0,5,0,0.185,0.267,0.452,0,0.500,0.286
20,66864,안상현,SSG,0.171,37,75,70,3,12,1,0,0,13,2,1,0,4,0,0,14,0,0.186,0.216,0.402,1,0.200,0.000
20,69802,최경모,SSG,0.171,50,50,35,12,6,0,0,0,6,0,7,0,8,0,0,7,2,0.171,0.326,0.497,0,0.200,0.000
22,68805,최상민,SSG,0.167,43,13,12,9,2,2,0,0,4,1,0,0,0,0,1,5,0,0.333,0.231,0.564,0,0.000,0.000
23,50820,전의산,SSG,0.088,34,63,57,3,5,0,0,1,8,3,0,1,5,0,0,15,3,0.140,0.159,0.299,0,0.000,0.091
24,66917,김찬형,SSG,0.000,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.000,0.000
24,69825,김창평,SSG,0.000,6,9,7,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0.000,0.222,0.222,0,0.000,0.000
24,50868,류효승,SSG,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
24,62869,문승원,SSG,0.000,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
24,65157,최민창,SSG,0.000,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
24,50840,현원회,SSG,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1,54567,강성우,롯데,0.500,2,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.500,0.500,1.000,0,0.000,0.000
1,50608,이인한,롯데,0.500,5,5,4,0,2,0,0,0,2,2,0,0,0,0,1,1,0,0.500,0.600,1.100,0,1.000,0.500
4,54598,이호준,롯데,0.333,12,7,6,5,2,1,1,0,5,3,0,0,1,0,0,1,0,0.833,0.429,1.262,1,0.500,0.000
5,50500,황성빈,롯데,0.320,125,406,366,94,117,15,8,4,160,26,6,1,31,0,2,56,3,0.437,0.375,0.812,32,0.333,0.375
6,50150,손호영,롯데,0.317,102,430,398,70,126,26,4,18,214,78,1,5,17,2,9,65,6,0.538,0.354,0.892,37,0.331,0.000
9,67644,이정훈,롯데,0.300,65,116,100,10,30,8,0,0,38,18,1,2,13,1,0,21,4,0.380,0.374,0.754,4,0.324,0.263
12,60523,정훈,롯데,0.267,109,325,285,31,76,20,0,9,123,47,1,4,35,0,0,63,3,0.432,0.343,0.775,19,0.292,0.207
13,69453,이학주,롯데,0.263,43,105,95,13,25,2,2,2,37,4,2,0,6,0,2,44,0,0.389,0.320,0.709,6,0.150,0.000
15,68525,한동희,롯데,0.257,14,36,35,1,9,2,0,0,11,3,0,0,1,1,0,9,1,0.314,0.278,0.592,1,0.182,0.333
16,62884,최항,롯데,0.250,72,143,132,17,33,3,1,0,38,12,0,0,10,0,1,32,3,0.288,0.308,0.596,7,0.239,0.286
17,68518,정보근,롯데,0.226,89,140,133,9,30,0,1,2,38,7,4,0,3,0,0,31,5,0.286,0.243,0.529,4,0.200,0.000
18,62931,노진혁,롯데,0.219,73,157,137,13,30,6,0,2,42,13,2,2,15,1,1,39,1,0.307,0.297,0.604,7,0.171,0.188
19,53554,김민석,롯데,0.211,41,83,76,14,16,3,1,0,21,6,1,0,2,0,4,20,4,0.276,0.268,0.544,2,0.286,0.125
20,52504,김동혁,롯데,0.200,39,17,15,8,3,0,1,0,5,1,0,0,2,0,0,5,0,0.333,0.294,0.627,0,0.333,0.000
20,77564,김민성,롯데,0.200,35,84,70,6,14,5,0,2,25,8,0,1,10,0,3,18,1,0.357,0.321,0.678,1,0.200,0.429
20,78756,오선진,롯데,0.200,26,29,20,0,4,1,0,0,5,0,5,0,2,0,2,8,0,0.250,0.333,0.583,0,0.143,0.500
23,51528,손성빈,롯데,0.197,86,171,152,24,30,6,2,6,58,21,1,2,13,0,3,38,3,0.382,0.271,0.653,5,0.189,0.000
24,61102,유강남,롯데,0.191,52,155,136,11,26,3,0,5,44,20,2,1,9,0,7,25,4,0.324,0.275,0.599,5,0.234,0.000
25,51560,이주찬,롯데,0.167,17,25,24,7,4,1,0,1,8,2,0,0,1,0,0,9,1,0.333,0.200,0.533,0,0.250,0.500
26,69508,신윤후,롯데,0.161,39,35,31,5,5,0,0,0,5,1,1,0,1,0,2,8,1,0.161,0.235,0.396,0,0.125,0.000
27,68507,장두성,롯데,0.156,71,37,32,23,5,0,0,0,5,1,0,0,3,0,2,9,2,0.156,0.270,0.426,0,0.143,0.000
28,53569,서동욱,롯데,0.115,33,27,26,2,3,1,0,0,4,0,0,0,0,0,1,8,1,0.154,0.148,0.302,0,0.000,1.000
29,54506,강승구,롯데,0.000,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
29,65514,강태율,롯데,0.000,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0.000,0,0.000,0.000
29,54507,백두산,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
29,53568,정대선,롯데,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.000,0.000
1,54795,황영묵,한화,0.301,123,389,349,52,105,8,4,3,130,35,3,1,31,0,5,56,6,0.372,0.365,0.737,27,0.326,0.143
3,62700,하주석,한화,0.292,64,151,137,16,40,9,1,1,54,11,2,0,10,0,2,33,1,0.394,0.349,0.743,8,0.286,0.385
5,66707,박상언,한화,0.286,27,52,42,4,12,3,0,0,15,4,0,0,9,0,1,12,0,0.357,0.423,0.780,2,0.364,0.250
5,50707,최인호,한화,0.286,82,244,210,37,60,13,2,2,83,22,4,2,25,0,3,31,3,0.395,0.367,0.762,11,0.325,0.294
7,53764,문현빈,한화,0.277,103,289,260,29,72,16,2,5,107,47,1,2,24,1,2,53,9,0.412,0.340,0.752,16,0.341,0.258
8,65703,이도윤,한화,0.277,134,374,336,49,93,10,3,1,112,46,6,3,26,0,3,56,5,0.333,0.332,0.665,23,0.330,0.333
11,52769,권광민,한화,0.271,19,51,48,10,13,3,0,4,28,9,0,0,3,0,0,17,0,0.583,0.314,0.897,3,0.222,0.286
13,66706,장진혁,한화,0.263,99,327,289,56,76,16,0,9,119,44,5,1,29,0,3,72,6,0.412,0.335,0.747,19,0.333,0.400
14,78288,최재훈,한화,0.257,116,348,280,34,72,10,0,4,94,37,8,6,33,0,21,58,10,0.336,0.371,0.707,14,0.250,1.000
15,76812,이재원,한화,0.239,72,152,134,10,32,4,0,1,39,16,2,5,7,1,4,21,4,0.291,0.287,0.578,5,0.306,0.000
16,66715,김인환,한화,0.237,51,143,131,11,31,2,0,1,36,7,0,0,10,0,2,32,5,0.275,0.301,0.576,7,0.206,0.154
17,68700,이원석,한화,0.233,87,154,133,26,31,4,1,0,37,13,2,1,16,0,2,32,3,0.278,0.322,0.600,6,0.265,0.333
18,71837,김강민,한화,0.224,41,87,76,5,17,0,0,1,20,7,0,0,8,0,3,21,1,0.263,0.322,0.585,4,0.200,0.182
19,69766,유로결,한화,0.222,23,39,36,6,8,1,0,0,9,4,0,0,3,0,0,11,4,0.250,0.282,0.532,0,0.125,0.000
20,66657,이진영,한화,0.204,42,103,93,20,19,6,0,1,28,13,0,0,8,0,2,27,3,0.301,0.282,0.583,5,0.308,0.333
21,68743,정은원,한화,0.172,27,78,64,10,11,3,1,1,19,6,1,0,13,0,0,16,0,0.297,0.312,0.609,2,0.200,0.250
22,50704,임종찬,한화,0.158,24,64,57,10,9,3,2,0,16,7,0,0,6,0,1,19,2,0.281,0.250,0.531,2,0.190,0.000
23,52704,이상혁,한화,0.154,43,15,13,13,2,0,0,0,2,0,0,0,2,0,0,5,0,0.154,0.267,0.421,0,0.000,0.333
24,76849,이명기,한화,0.000,4,8,7,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000
24,51762,장규현,한화,0.000,9,7,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.000,0.143,0.143,0,0.000,0.000
24,52710,한경빈,한화,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
1,50906,박영빈,NC,0.500,19,7,6,3,3,2,0,0,5,1,0,0,1,0,0,3,0,0.833,0.571,1.404,0,0.000,0.000
2,79215,박건우,NC,0.344,89,362,323,58,111,23,1,13,175,53,0,2,33,3,4,54,7,0.542,0.409,0.951,33,0.375,1.000
4,50902,김한별,NC,0.318,40,50,44,8,14,1,0,0,15,3,0,0,2,0,4,9,2,0.341,0.400,0.741,2,0.357,0.333
7,64022,안중열,NC,0.286,10,25,21,5,6,1,0,2,13,4,0,1,3,0,0,7,0,0.619,0.360,0.979,1,0.143,0.000
8,77532,손아섭,NC,0.285,84,355,333,45,95,16,0,7,132,50,2,4,16,0,0,65,1,0.396,0.314,0.710,22,0.272,0.143
10,67905,천재환,NC,0.284,89,236,215,31,61,9,1,5,87,33,3,1,13,0,4,52,7,0.405,0.335,0.740,14,0.327,0.273
11,69992,최정원,NC,0.282,65,155,131,33,37,5,0,1,45,14,1,2,17,0,4,34,1,0.344,0.377,0.721,9,0.273,0.250
12,62244,박세혁,NC,0.264,82,171,148,21,39,9,0,1,51,10,5,1,14,0,3,43,3,0.345,0.337,0.682,8,0.114,0.313
15,64101,한석현,NC,0.247,40,76,73,10,18,4,1,0,24,3,0,0,2,0,1,22,2,0.329,0.276,0.605,6,0.063,0.333
16,50996,박시원,NC,0.234,55,158,141,17,33,5,1,2,46,17,2,1,14,0,0,46,2,0.326,0.301,0.627,6,0.314,0.125
17,67900,김수윤,NC,0.222,9,10,9,0,2,0,0,0,2,0,0,0,1,0,0,4,0,0.222,0.300,0.522,0,0.000,0.500
17,50903,한재환,NC,0.222,7,9,9,1,2,1,0,0,3,1,0,0,0,0,0,3,0,0.333,0.222,0.555,0,0.000,0.000
19,66965,도태훈,NC,0.214,100,181,145,20,31,4,0,0,35,15,4,2,24,0,6,29,5,0.241,0.345,0.586,8,0.238,0.118
20,62934,김성욱,NC,0.204,129,412,358,55,73,8,2,17,136,60,3,5,31,0,15,79,7,0.380,0.291,0.671,14,0.245,0.000
21,69203,송승환,NC,0.200,3,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.200,0.200,0.400,0,0.000,0.500
21,68904,오영수,NC,0.200,20,34,30,4,6,0,0,3,15,5,0,1,2,0,1,6,0,0.500,0.265,0.765,0,0.083,0.286
23,68912,김형준,NC,0.195,119,414,354,39,69,12,0,17,132,50,7,6,45,0,2,144,6,0.373,0.285,0.658,15,0.190,0.200
24,53992,박한결,NC,0.185,28,71,65,8,12,1,0,7,34,14,0,0,6,0,0,29,1,0.523,0.254,0.777,3,0.133,0.200
25,69980,김범준,NC,0.000,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.000,0.000,0.000,0,0.000,0.000
25,54905,김세훈,NC,0.000,7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.000,0.200,0.200,0,0.000,0.000
25,53991,신용석,NC,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0,0.000,0.000
2,53327,도슨,키움,0.330,95,429,382,69,126,31,2,11,194,57,0,2,39,0,6,54,10,0.508,0.399,0.907,38,0.333,0.500
4,74163,이용규,키움,0.306,60,227,183,27,56,5,2,1,68,12,3,1,31,0,9,33,4,0.372,0.429,0.801,12,0.182,0.500
7,53312,김건희,키움,0.257,83,283,261,27,67,15,0,9,109,38,0,4,18,0,0,82,7,0.418,0.300,0.718,15,0.257,0.308
8,54344,고영우,키움,0.256,94,290,254,21,65,12,2,0,81,35,4,3,28,0,1,71,5,0.319,0.329,0.648,15,0.324,0.500
9,52305,박수종,키움,0.256,80,148,129,23,33,5,1,0,40,6,4,0,13,0,2,17,4,0.310,0.333,0.643,9,0.171,0.000
10,68305,변상권,키움,0.251,77,232,219,16,55,3,1,5,75,21,0,1,11,0,1,51,4,0.342,0.289,0.631,17,0.192,0.250
11,54307,원성준,키움,0.250,51,125,112,12,28,5,0,2,39,11,1,2,10,0,0,36,2,0.348,0.306,0.654,6,0.241,0.238
12,62332,김재현,키움,0.243,110,326,288,27,70,11,0,0,81,26,10,4,14,0,10,63,8,0.281,0.297,0.578,14,0.237,0.000
13,64346,임병욱,키움,0.241,42,92,87,14,21,3,0,3,33,10,0,1,4,0,0,32,1,0.379,0.272,0.651,3,0.368,0.182
14,64984,김태진,키움,0.222,81,202,189,26,42,6,3,0,54,10,5,1,7,1,0,27,1,0.286,0.249,0.535,10,0.214,0.304
14,53305,박성빈,키움,0.222,12,11,9,1,2,1,0,0,3,2,0,0,1,0,1,2,0,0.333,0.364,0.697,0,1.000,0.000
16,75566,이원석,키움,0.220,39,109,91,5,20,4,0,0,24,8,0,2,14,0,2,18,2,0.264,0.330,0.594,5,0.185,0.250
17,78135,이형종,키움,0.216,35,126,102,19,22,3,0,4,37,19,1,0,22,1,1,27,1,0.363,0.360,0.723,3,0.385,0.333
18,53344,김동헌,키움,0.200,2,7,5,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0.200,0.429,0.629,0,1.000,0.000
18,69332,주성원,키움,0.200,27,62,55,7,11,1,0,1,15,5,1,0,6,0,0,18,2,0.273,0.279,0.552,1,0.200,0.125
20,54305,이재상,키움,0.190,36,89,84,7,16,1,0,1,20,5,1,0,2,0,2,33,0,0.238,0.227,0.465,4,0.130,0.000
21,50304,김병휘,키움,0.169,28,71,59,6,10,3,0,1,16,3,1,0,6,0,5,26,0,0.271,0.300,0.571,2,0.000,0.000
22,51359,장재영,키움,0.168,38,139,119,14,20,3,0,4,35,13,0,0,17,0,3,64,2,0.294,0.288,0.582,4,0.212,0.000
23,69306,김주형,키움,0.150,22,25,20,0,3,0,0,0,3,2,1,0,1,0,3,9,0,0.150,0.292,0.442,0,0.500,0.000
24,51303,김시앙,키움,0.143,6,7,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.143,0.143,0.286,0,0.000,0.000
25,65898,김웅빈,키움,0.125,12,38,32,2,4,0,0,0,4,2,1,0,4,0,1,15,1,0.125,0.243,0.368,0,0.143,0.000
26,53302,이승원,키움,0.108,20,41,37,3,4,1,0,0,5,1,2,0,2,0,0,13,2,0.135,0.154,0.289,0,0.091,0.000
27,50357,박주홍,키움,0.102,25,59,49,5,5,2,0,0,7,1,0,0,10,0,0,17,1,0.143,0.254,0.397,0,0.083,0.000
27,64340,임지열,키움,0.102,22,57,49,4,5,0,0,1,8,5,0,1,7,0,0,16,2,0.163,0.211,0.374,1,0.000,0.000
29,68346,김수환,키움,0.000,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.000,0.000
29,69363,박준형,키움,0.000,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0.000,0,0.000,0.000
29,54394,송지후,키움,0.000,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
