순위,선수ID,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP
13,54119,에르난데스,LG,4.23,14,4,4,0,0,0.500,66,53,7,24,5,73,32,31,1.17
14,63950,장현식,LG,4.35,56,3,3,10,5,0.500,49 2/3,65,4,21,5,38,27,24,1.73
15,51526,우강훈,LG,4.66,11,0,0,0,0,-,9 2/3,12,0,6,2,5,5,5,1.86
16,53139,박명근,LG,4.89,44,3,4,4,10,0.429,38 2/3,36,5,16,5,30,21,21,1.34
17,69134,이정용,LG,5.03,39,6,1,1,7,0.857,34,32,3,12,2,26,19,19,1.29
18,68419,최지명,LG,5.28,13,0,1,0,2,0.000,29,35,3,14,1,21,17,17,1.69
19,69108,이지강,LG,5.32,43,1,2,3,4,0.333,47 1/3,50,4,24,1,39,29,28,1.56
20,55122,김종운,LG,5.40,2,0,0,0,0,-,1 2/3,2,2,0,0,2,3,1,1.20
21,63145,배재준,LG,5.54,14,0,0,0,1,-,13,9,1,7,1,14,8,8,1.23
22,63248,함덕주,LG,6.00,31,2,3,0,1,0.400,27,14,1,18,0,26,19,18,1.19
23,55138,코엔 윈,LG,7.04,5,1,1,0,0,0.500,23,28,4,4,5,8,19,18,1.39
24,51154,김진수,LG,9.00,4,0,0,0,0,-,5,11,2,1,0,6,5,5,2.40
24,68159,성동현,LG,9.00,12,0,0,0,0,-,9,10,2,9,0,6,9,9,2.11
26,64596,김유영,LG,12.46,6,0,0,0,0,-,4 1/3,8,0,4,1,5,6,6,2.77
27,55121,박시원,LG,13.50,2,0,0,0,0,-,1 1/3,0,0,5,0,0,2,2,3.75
28,69159,정우영,LG,20.25,4,0,0,0,0,-,2 2/3,1,1,4,1,3,6,6,1.88
29,65411,김주온,LG,27.00,1,0,1,0,0,0.000,1/3,0,0,2,2,1,1,1,6.00
2,65769,김범수,한화,2.25,73,2,1,2,6,0.667,48,30,0,22,4,41,17,12,1.08
2,61666,한승혁,한화,2.25,71,3,3,3,16,0.500,64,56,4,23,7,53,18,16,1.23
4,55743,정우주,한화,2.85,51,3,0,0,3,1.000,53 2/3,34,6,21,10,82,18,17,1.02
6,51715,김기중,한화,3.07,5,0,1,0,0,0.000,14 2/3,16,0,6,1,8,5,5,1.50
7,53754,김서현,한화,3.14,69,2,4,33,2,0.333,66,52,4,31,8,71,23,23,1.26
8,76715,류현진,한화,3.23,26,9,7,0,0,0.563,139 1/3,144,12,25,4,122,54,50,1.21
9,63765,김종수,한화,3.25,63,4,5,0,5,0.444,63 2/3,57,5,36,4,59,30,23,1.46
10,52731,박준영,한화,3.60,1,0,0,0,0,-,5,3,0,6,0,3,2,2,1.80
11,69213,윤산흠,한화,3.78,12,0,0,0,0,-,16 2/3,16,1,5,3,17,7,7,1.26
12,60768,이태양,한화,3.97,14,0,1,0,0,0.000,11 1/3,14,0,5,1,8,5,5,1.68
13,52701,문동주,한화,4.02,24,11,5,0,0,0.688,121,112,7,31,3,135,57,54,1.18
14,54768,조동욱,한화,4.05,68,3,3,2,5,0.500,60,77,4,29,4,43,29,27,1.77
15,67703,박상원,한화,4.19,74,4,3,0,16,0.571,66 2/3,67,4,21,8,52,35,31,1.32
16,65707,주현상,한화,5.18,48,5,2,1,3,0.714,41 2/3,59,8,10,3,37,25,24,1.66
17,54729,황준서,한화,5.30,23,2,8,0,0,0.200,56,54,7,26,2,57,37,33,1.43
18,65056,엄상백,한화,6.58,28,2,7,0,1,0.222,80 2/3,106,13,38,8,74,60,59,1.79
19,65117,이상규,한화,8.00,5,0,1,0,0,0.000,9,16,0,4,0,5,9,8,2.22
20,55764,권민규,한화,8.44,5,0,0,0,0,-,5 1/3,5,1,7,0,4,5,5,2.25
21,50705,강재민,한화,9.00,4,0,0,0,0,-,4,6,1,2,1,5,4,4,2.00
22,54702,원종혁,한화,16.20,2,0,0,0,0,-,1 2/3,3,1,2,0,1,3,3,3.00
23,50711,김승일,한화,23.63,5,0,0,0,0,-,2 2/3,3,1,3,3,3,7,7,2.25
1,50848,김성민,SSG,0.00,2,1,0,0,0,1.000,2/3,0,0,2,0,0,0,0,3.00
1,55860,신지환,SSG,0.00,1,0,0,0,0,-,1,0,0,0,1,1,0,0,0.00
3,51897,조병현,SSG,1.60,69,5,4,30,0,0.556,67 1/3,42,5,18,0,79,13,12,0.89
4,53892,이로운,SSG,1.99,75,6,5,1,33,0.545,77,56,7,26,0,66,19,17,1.06
5,73211,노경은,SSG,2.14,77,3,6,3,35,0.333,80,60,2,25,3,68,22,19,1.06
7,65343,김택형,SSG,2.78,25,0,0,0,1,-,22 2/3,19,0,10,3,14,7,7,1.28
8,55855,화이트,SSG,2.87,24,11,4,0,0,0.733,134 2/3,111,9,44,8,137,51,43,1.15
9,68043,김민,SSG,2.97,70,5,2,1,22,0.714,63 2/3,60,7,17,6,65,23,21,1.21
10,54802,박기호,SSG,3.00,18,0,0,0,2,-,24,23,3,12,8,13,10,8,1.46
11,50812,박시후,SSG,3.27,52,6,2,0,3,0.750,52 1/3,45,5,29,5,34,24,19,1.41
12,51867,김건우,SSG,3.82,35,5,4,0,2,0.556,66,53,2,49,7,68,31,28,1.55
13,68856,최민준,SSG,3.97,40,2,2,0,1,0.500,65 2/3,72,6,24,3,44,34,29,1.46
14,52809,전영준,SSG,4.61,34,1,5,0,0,0.167,52 2/3,48,5,26,5,55,28,27,1.41
15,68092,한두솔,SSG,4.95,44,2,0,1,3,1.000,36 1/3,46,1,19,1,27,22,20,1.79
17,62869,문승원,SSG,5.13,23,4,7,0,0,0.364,105 1/3,109,16,38,5,61,61,60,1.40
18,53898,송영진,SSG,5.83,21,2,5,0,0,0.286,63 1/3,77,10,31,3,40,45,41,1.71
19,54803,최현석,SSG,6.23,13,0,0,0,0,-,17 1/3,21,5,6,2,11,13,12,1.56
20,61895,서진용,SSG,6.75,2,0,0,0,0,-,1 1/3,1,0,3,0,0,1,1,3.00
21,60841,박종훈,SSG,7.11,5,0,2,0,0,0.000,19,15,4,18,5,10,17,15,1.74
22,66858,정동윤,SSG,8.31,12,0,0,0,0,-,17 1/3,21,2,12,0,17,16,16,1.90
1,61365,김대우,삼성,0.00,2,0,0,0,1,-,2/3,1,0,0,0,0,0,0,1.50
1,61268,양현,삼성,0.00,4,0,0,0,0,-,3 1/3,2,0,3,0,1,0,0,1.50
1,63960,이상민,삼성,0.00,1,0,0,0,0,-,1,2,0,0,0,1,0,0,2.00
4,63492,이재익,삼성,1.23,7,1,0,0,0,1.000,7 1/3,8,0,2,0,6,1,1,1.36
5,77446,백정현,삼성,1.95,29,2,0,1,3,1.000,32 1/3,19,1,7,2,31,7,7,0.80
7,55460,가라비토,삼성,2.64,15,4,4,0,0,0.500,78 1/3,56,6,37,6,84,31,23,1.19
8,51460,이재희,삼성,3.00,11,0,2,0,4,0.000,9,7,0,5,0,9,3,3,1.33
10,68415,양창섭,삼성,3.43,33,3,3,0,2,0.500,63,67,3,19,9,45,29,24,1.37
11,50464,이승민,삼성,3.78,62,3,2,0,8,0.600,64 1/3,61,5,26,3,53,37,27,1.35
12,55455,배찬승,삼성,3.91,65,2,3,0,19,0.400,50 2/3,50,3,34,2,57,25,22,1.66
13,54443,레예스,삼성,4.14,10,4,3,0,0,0.571,50,51,5,12,3,35,26,23,1.26
14,62360,김태훈,삼성,4.48,73,2,6,2,19,0.250,66 1/3,66,8,26,2,74,34,33,1.39
15,73801,송은범,삼성,4.50,5,0,0,0,0,-,6,9,0,3,0,2,3,3,2.00
15,50430,홍원표,삼성,4.50,2,0,1,0,0,0.000,2,3,0,2,1,1,1,1,2.50
17,78352,임창민,삼성,4.85,16,1,0,0,2,1.000,13,17,5,7,1,6,8,7,1.85
18,65320,최원태,삼성,4.92,27,8,7,0,0,0.533,124 1/3,128,13,51,12,109,72,68,1.44
19,65062,김재윤,삼성,4.99,63,4,7,13,3,0.364,57 2/3,57,10,13,1,43,34,32,1.21
20,54401,김대호,삼성,5.14,11,0,1,0,0,0.000,21,25,3,15,1,19,13,12,1.90
21,54404,육선엽,삼성,5.34,27,0,1,0,1,0.000,28 2/3,23,4,24,0,19,21,17,1.64
22,51454,이승현,삼성,5.42,25,4,9,0,0,0.308,101 1/3,121,10,46,9,74,64,61,1.65
23,60146,이승현,삼성,6.31,42,2,1,0,11,0.667,35 2/3,43,9,11,1,29,26,25,1.51
24,53455,이호성,삼성,6.34,58,7,4,9,3,0.636,55 1/3,54,7,29,2,69,44,39,1.50
25,50441,황동재,삼성,6.97,15,0,1,0,0,0.000,20 2/3,27,1,14,2,22,16,16,1.98
26,75421,오승환,삼성,8.00,12,0,0,0,0,-,9,15,1,3,0,7,8,8,2.00
27,62146,최성훈,삼성,9.00,2,0,0,0,0,-,1,1,0,1,0,1,1,1,2.00
28,54467,정민성,삼성,36.00,1,0,1,0,0,0.000,1,3,0,0,2,0,4,4,3.00
29,66451,최충연,삼성,37.80,4,0,0,0,0,-,1 2/3,7,1,2,1,1,8,7,5.40
1,54944,데이비슨,NC,0.00,1,0,0,0,0,-,1/3,0,0,0,0,0,0,0,0.00
2,65933,구창모,NC,2.51,4,1,0,0,0,1.000,14 1/3,14,1,3,0,18,4,4,1.19
3,68900,김영규,NC,2.86,45,4,3,0,21,0.571,44,40,3,18,3,35,17,14,1.32
4,65949,류진욱,NC,3.27,62,4,3,29,0,0.571,66,50,6,28,6,57,27,24,1.18
5,67954,김진호,NC,3.36,76,4,3,6,20,0.571,72 1/3,53,5,45,9,70,30,27,1.35
7,52902,임지민,NC,3.86,7,0,1,0,1,0.000,4 2/3,1,0,5,0,7,2,2,1.29
8,69969,전사민,NC,4.26,74,7,7,2,13,0.500,82 1/3,86,3,33,11,62,45,39,1.45
9,54904,손주환,NC,4.35,52,6,1,0,7,0.857,51 2/3,53,5,19,1,37,29,25,1.39
10,64995,배재환,NC,4.48,70,2,4,2,24,0.333,60 1/3,48,3,37,11,51,36,30,1.41
12,68902,신민혁,NC,4.77,28,6,3,0,0,0.667,132,148,23,26,6,84,76,70,1.32
13,63959,임정호,NC,4.82,31,1,1,0,4,0.500,18 2/3,18,3,9,4,15,13,10,1.45
14,55995,김태훈,NC,5.21,18,0,0,0,0,-,19,17,4,16,1,9,15,11,1.74
15,67962,소이현,NC,5.63,7,0,0,0,0,-,8,5,0,7,1,3,5,5,1.50
16,53973,목지훈,NC,6.05,16,3,5,0,0,0.375,58,68,6,42,5,45,42,39,1.90
17,64580,김재열,NC,6.23,22,0,0,0,2,-,21 2/3,32,5,16,1,16,16,15,2.22
17,66920,최성영,NC,6.23,35,2,2,0,4,0.500,47 2/3,62,6,28,3,33,33,33,1.89
19,52995,김녹원,NC,6.56,21,3,4,0,1,0.429,70,75,10,47,3,37,53,51,1.74
20,68639,하준영,NC,6.75,10,1,1,0,1,0.500,5 1/3,10,0,7,0,5,4,4,3.19
21,52903,조민석,NC,6.92,6,0,1,0,0,0.000,13,12,3,11,2,4,10,10,1.77
22,52992,이준혁,NC,7.30,25,1,3,0,0,0.250,37,43,8,20,6,30,33,30,1.70
23,53919,신영우,NC,7.53,8,1,3,0,0,0.250,14 1/3,8,2,16,3,19,13,12,1.67
24,54913,김민규,NC,7.71,7,0,0,0,1,-,4 2/3,5,0,4,0,2,4,4,1.93
25,54903,최우석,NC,8.16,12,0,0,0,0,-,14 1/3,23,1,9,0,15,16,13,2.23
26,66965,도태훈,NC,9.00,1,0,0,0,0,-,1,3,1,0,0,1,1,1,3.00
27,77211,이용찬,NC,10.57,12,1,2,0,1,0.333,15 1/3,23,1,12,4,14,18,18,2.28
28,50992,김태경,NC,10.64,6,0,0,0,1,-,11,18,4,9,2,10,20,13,2.45
29,67956,김태현,NC,12.00,5,0,0,0,1,-,3,5,2,3,2,2,4,4,2.67
30,54900,임상현,NC,18.00,1,0,0,0,0,-,1,2,0,3,0,0,2,2,5.00
1,50650,최용준,KT,2.00,7,1,0,0,0,1.000,9,13,0,2,0,5,2,2,1.67
2,73117,우규민,KT,2.44,53,1,2,0,9,0.333,44 1/3,45,2,3,4,24,12,12,1.08
3,69054,이상동,KT,2.49,41,3,0,0,5,1.000,43 1/3,31,4,9,2,34,12,12,0.92
4,55046,박건우,KT,2.70,6,0,0,0,0,-,6 2/3,4,1,4,0,9,2,2,1.20
5,55032,패트릭,KT,3.12,15,3,3,0,2,0.500,60 2/3,63,2,21,2,45,26,21,1.38
6,67419,문용익,KT,3.14,20,1,0,0,0,1.000,28 2/3,21,3,19,0,31,11,10,1.40
9,52060,박영현,KT,3.39,67,5,6,35,1,0.455,69,68,9,34,2,77,31,26,1.48
10,50859,오원석,KT,3.67,25,11,8,0,0,0.579,132 1/3,130,10,52,4,113,60,54,1.38
11,69041,손동현,KT,3.84,58,5,0,1,13,1.000,58 2/3,66,6,12,3,55,30,25,1.33
12,69047,전용주,KT,3.95,21,0,1,0,4,0.000,13 2/3,18,0,7,0,11,8,6,1.83
14,65060,주권,KT,4.43,34,0,1,0,0,0.000,40 2/3,48,3,13,0,19,23,20,1.50
15,65048,김민수,KT,4.96,58,4,3,0,11,0.571,52 2/3,63,5,15,1,36,31,29,1.48
16,69113,임준형,KT,5.19,10,0,0,0,0,-,8 2/3,11,0,7,1,6,7,5,2.08
17,54063,원상현,KT,5.21,52,0,3,0,14,0.000,57,56,8,35,1,45,35,33,1.60
18,64768,조이현,KT,5.40,3,1,2,0,0,0.333,11 2/3,17,2,0,1,3,7,7,1.46
18,69032,쿠에바스,KT,5.40,18,3,10,0,0,0.231,98 1/3,104,13,46,5,60,69,59,1.53
20,65516,배제성,KT,5.67,8,2,3,0,0,0.400,27,38,2,11,0,23,17,17,1.81
21,68896,이채호,KT,6.17,10,0,0,0,0,-,11 2/3,12,1,5,2,8,8,8,1.46
22,79140,최동환,KT,8.68,20,1,1,0,0,0.500,18 2/3,27,4,12,1,9,19,18,2.09
23,55043,김재원,KT,10.38,4,0,0,0,0,-,4 1/3,3,0,8,1,4,5,5,2.54
24,55040,김동현,KT,13.50,3,0,0,0,0,-,3 1/3,7,2,3,0,4,5,5,3.00
25,51058,한차현,KT,16.20,2,0,0,0,0,-,1 2/3,4,0,2,0,1,3,3,3.60
26,67048,이정현,KT,16.62,6,0,0,0,0,-,4 1/3,9,0,4,1,3,8,8,3.00
27,68050,강백호,KT,18.00,1,0,0,0,0,-,1,3,1,1,0,1,2,2,4.00
28,53006,강건,KT,24.55,2,0,1,0,0,0.000,3 2/3,7,1,7,1,1,10,10,3.82
1,62528,김원중,롯데,2.67,53,4,3,32,0,0.571,60 2/3,58,4,33,2,69,21,18,1.50
2,64017,심재민,롯데,3.00,4,1,0,0,0,1.000,3,5,0,1,0,2,2,1,2.00
3,50596,홍민기,롯데,3.09,25,0,2,0,3,0.000,32,24,0,11,2,39,13,11,1.09
4,55532,감보아,롯데,3.58,19,7,8,0,0,0.467,108,97,6,49,4,117,54,43,1.35
5,55536,데이비슨,롯데,3.65,22,10,5,0,0,0.667,123 1/3,123,10,48,5,119,53,50,1.39
6,68556,정성종,롯데,3.86,2,0,0,0,0,-,2 1/3,3,1,0,0,0,1,1,1.29
7,67539,나균안,롯데,3.87,28,3,7,0,0,0.300,137 1/3,143,13,50,5,116,67,59,1.41
8,54537,정현수,롯데,3.97,82,2,0,0,12,1.000,47 2/3,34,4,26,2,47,23,21,1.26
9,65522,김강현,롯데,4.00,67,2,2,0,4,0.500,72,69,9,21,7,36,37,32,1.25
9,51594,송재영,롯데,4.00,46,1,0,0,3,1.000,27,19,3,24,0,28,13,12,1.59
11,68242,정철원,롯데,4.24,75,8,3,0,21,0.727,70,72,4,28,7,55,34,33,1.43
12,55566,김태현,롯데,4.50,1,0,0,0,0,-,2,1,0,4,0,2,2,1,2.50
14,52530,이민석,롯데,5.26,20,2,5,0,0,0.286,87 1/3,104,10,56,2,61,56,51,1.83
15,50556,최준용,롯데,5.30,49,4,4,1,17,0.500,54 1/3,50,5,16,6,62,35,32,1.21
16,52528,반즈,롯데,5.32,8,3,4,0,0,0.429,45 2/3,47,4,17,2,38,31,27,1.40
17,69594,박진,롯데,5.32,51,3,3,1,3,0.500,69 1/3,76,10,22,1,50,42,41,1.41
18,51546,정우준,롯데,5.40,3,0,0,0,0,-,3 1/3,6,0,0,1,3,2,2,1.80
19,62363,한현희,롯데,6.23,3,0,0,0,1,-,8 2/3,13,2,2,1,8,6,6,1.73
20,76430,김태혁,롯데,6.38,45,0,1,2,3,0.000,36 2/3,48,4,18,3,27,26,26,1.80
21,63543,구승민,롯데,7.00,11,0,1,0,1,0.000,9,9,1,7,1,10,10,7,1.78
22,67588,윤성빈,롯데,7.67,31,1,2,0,0,0.333,27,26,3,20,4,44,23,23,1.70
23,54503,박준우,롯데,8.03,11,1,2,0,1,0.333,12 1/3,21,0,6,1,11,11,11,2.19
24,55526,벨라스케즈,롯데,8.23,11,1,4,0,0,0.200,35,47,7,18,3,28,32,32,1.86
25,63512,박진형,롯데,8.44,7,0,0,0,0,-,5 1/3,9,1,3,0,5,7,5,2.25
26,55503,이영재,롯데,9.00,3,0,0,0,0,-,2,5,1,0,1,2,2,2,2.50
27,51516,김진욱,롯데,10.00,14,1,3,0,0,0.250,27,42,10,16,2,24,32,30,2.15
28,60559,박시영,롯데,11.05,11,1,0,0,0,1.000,7 1/3,9,0,9,2,10,9,9,2.45
29,55568,박세현,롯데,14.73,3,0,0,0,0,-,3 2/3,8,1,1,1,4,6,6,2.45
1,54608,김민재,KIA,0.00,1,0,0,0,0,-,2,2,0,0,0,1,0,0,1.00
1,50604,유지성,KIA,0.00,1,0,0,0,0,-,1,0,0,0,0,0,0,0,0.00
3,54610,성영탁,KIA,1.55,45,3,2,0,7,0.600,52 1/3,38,2,13,0,30,11,9,0.97
5,69516,김현수,KIA,2.45,18,0,0,0,0,-,18 1/3,17,2,13,1,11,5,5,1.64
6,69620,김기훈,KIA,3.25,24,1,1,0,0,0.500,27 2/3,25,2,10,1,27,11,10,1.27
7,66609,전상현,KIA,3.34,74,7,5,1,25,0.583,70,64,4,20,2,50,30,26,1.20
9,50662,정해영,KIA,3.79,60,3,7,27,0,0.300,61 2/3,75,4,18,3,72,30,26,1.51
10,63342,조상우,KIA,3.90,72,6,6,1,28,0.500,60,64,5,27,6,55,29,26,1.52
11,68619,윤중현,KIA,4.35,13,1,0,0,0,1.000,10 1/3,10,2,7,0,7,5,5,1.65
12,67640,유승철,KIA,4.50,1,0,0,0,0,-,2,3,0,2,0,3,1,1,2.50
13,55610,김태형,KIA,4.56,8,0,3,0,0,0.000,23 2/3,25,4,7,5,14,12,12,1.35
14,65665,이준영,KIA,4.76,57,3,1,0,7,0.750,34,36,6,11,1,34,18,18,1.38
15,69745,김도현,KIA,4.81,24,4,7,0,0,0.364,125 1/3,149,11,33,10,71,79,67,1.45
17,52641,황동하,KIA,5.30,18,1,2,0,0,0.333,35 2/3,38,4,10,3,31,21,21,1.35
18,53613,윤영철,KIA,5.58,13,2,7,0,0,0.222,50,52,4,30,1,43,37,31,1.64
19,50641,장재혁,KIA,6.00,3,0,0,0,0,-,3,3,1,3,0,2,2,2,2.00
20,51994,한재승,KIA,6.48,36,1,1,1,1,0.500,33 1/3,40,5,31,1,35,29,24,2.13
21,52639,최지민,KIA,6.58,66,2,4,0,9,0.333,53 1/3,46,5,51,4,39,40,39,1.82
22,76225,김건국,KIA,6.85,26,0,3,0,1,0.000,46,59,11,17,5,31,38,35,1.65
23,53615,이도현,KIA,6.92,6,1,1,0,0,0.500,13,17,1,8,1,9,11,10,1.92
24,51648,이의리,KIA,7.94,10,1,4,0,0,0.200,39 2/3,41,6,31,3,42,37,35,1.82
25,68928,김시훈,KIA,8.06,24,1,0,0,1,1.000,25 2/3,33,7,10,0,18,25,23,1.68
26,55663,이호민,KIA,8.59,13,1,0,0,0,1.000,14 2/3,21,0,9,2,7,14,14,2.05
27,60337,김대유,KIA,9.72,15,0,1,0,1,0.000,8 1/3,12,1,4,0,3,9,9,1.92
28,62951,이형범,KIA,11.70,12,0,0,0,0,-,10,21,0,5,0,6,16,13,2.60
29,54645,김민주,KIA,12.00,3,0,0,0,0,-,3,4,0,2,2,2,4,4,2.00
30,62754,임기영,KIA,13.00,10,1,1,0,0,0.500,9,23,2,4,0,5,13,13,3.00
31,53609,곽도규,KIA,13.50,9,0,0,0,3,-,4,3,0,6,2,5,6,6,2.25
32,55632,이성원,KIA,16.88,4,0,0,0,0,-,2 2/3,3,0,4,3,3,7,5,2.63
33,55646,김정엽,KIA,18.00,2,0,0,0,0,-,1,0,0,1,1,0,2,2,1.00
34,69643,홍원빈,KIA,27.00,2,0,0,0,0,-,1 2/3,2,0,4,0,1,5,5,3.60
1,55221,김한중,두산,0.00,2,0,0,0,0,-,2,1,0,0,0,0,1,0,0.50
2,69205,이교훈,두산,1.17,10,1,0,0,0,1.000,7 2/3,4,0,4,1,7,2,1,1.04
4,68249,박신지,두산,2.85,54,2,4,0,5,0.333,60,55,3,29,5,36,24,19,1.40
5,54263,김택연,두산,3.53,64,4,5,24,0,0.444,66 1/3,47,6,31,5,79,31,26,1.18
6,67266,박치국,두산,3.75,73,4,4,2,16,0.500,62 1/3,58,4,21,7,57,35,26,1.27
7,68830,김정우,두산,3.86,18,0,0,1,1,-,21,26,1,9,3,13,12,9,1.67
8,66291,이영하,두산,4.05,73,4,4,0,14,0.500,66 2/3,63,4,39,6,72,33,30,1.53
9,65639,박정수,두산,4.10,29,1,0,0,3,1.000,26 1/3,31,1,8,4,15,13,12,1.48
10,68220,곽빈,두산,4.20,19,5,7,0,0,0.417,109 1/3,96,9,41,2,107,55,51,1.25
11,55215,양재훈,두산,4.24,19,0,0,1,0,-,23 1/3,19,3,8,0,19,11,11,1.16
12,55268,최민석,두산,4.40,17,3,3,0,0,0.500,77 2/3,72,7,34,5,53,41,38,1.36
13,51264,최승용,두산,4.41,23,5,7,0,0,0.417,116 1/3,121,8,36,6,71,60,57,1.35
15,55267,홍민규,두산,4.59,20,2,1,1,0,0.667,33 1/3,37,4,15,1,17,19,17,1.56
16,68200,김민규,두산,4.66,7,1,1,0,0,0.500,9 2/3,9,1,6,4,6,5,5,1.55
17,67263,최원준,두산,4.71,47,4,7,0,9,0.364,107,105,18,38,4,62,59,56,1.34
18,50211,제환유,두산,4.96,6,0,1,0,0,0.000,16 1/3,17,2,12,1,8,10,9,1.78
19,67246,김명신,두산,5.40,8,0,0,0,0,-,8 1/3,13,0,3,1,6,8,5,1.92
19,50206,최종인,두산,5.40,3,0,0,0,0,-,1 2/3,1,0,3,0,5,1,1,2.40
21,61643,홍건희,두산,6.19,20,2,1,0,0,0.667,16,18,2,15,0,15,13,11,2.06
22,52204,이병헌,두산,6.23,22,0,0,0,4,-,13,11,1,10,0,9,9,9,1.62
23,52206,최지강,두산,6.34,39,2,5,0,5,0.286,32 2/3,41,3,13,2,38,25,23,1.65
24,68269,김호준,두산,6.75,19,0,1,0,1,0.000,10 2/3,14,2,7,0,7,11,8,1.97
24,52202,윤태호,두산,6.75,10,0,1,0,1,0.000,17 1/3,16,2,5,0,16,14,13,1.21
26,72523,고효준,두산,6.86,45,2,1,0,9,0.667,21,29,4,14,1,19,16,16,2.05
27,53259,최준호,두산,8.44,9,1,2,0,0,0.333,16,18,4,9,2,11,15,15,1.69
28,53262,김유성,두산,8.83,7,0,2,0,0,0.000,17 1/3,17,3,14,4,22,17,17,1.79
1,52330,주승우,키움,2.45,42,2,2,16,5,0.500,44,35,7,17,2,35,13,12,1.18
2,55348,웰스,키움,3.15,4,1,1,0,0,0.500,20,18,0,6,1,16,8,7,1.20
3,55322,로젠버그,키움,3.23,13,4,4,0,0,0.500,75 1/3,63,5,25,4,80,33,27,1.17
4,69045,알칸타라,키움,3.27,19,8,4,0,0,0.667,121,125,11,10,4,92,50,44,1.12
5,67116,오석주,키움,3.70,53,2,1,0,7,0.667,58 1/3,52,4,29,7,44,24,24,1.39
6,55342,메르세데스,키움,4.47,8,3,3,0,0,0.500,46 1/3,54,5,9,0,41,24,23,1.36
7,53301,박윤성,키움,4.53,54,0,5,1,6,0.000,51 2/3,55,9,19,1,40,31,26,1.43
8,67828,김성민,키움,4.68,29,0,3,0,1,0.000,25,25,1,13,5,18,15,13,1.52
10,52395,윤석원,키움,5.54,37,1,1,0,8,0.500,37 1/3,41,3,12,2,27,23,23,1.42
11,66018,김선기,키움,5.65,44,1,7,0,2,0.125,78,96,6,47,11,43,55,49,1.83
